bids_name	NumberOfShells	bValues	bValuesEstimation	bdiffs_max	bdiffs_mean	bdiffs_median	bdiffs_min	efc_shell01	efc_shell02	efc_shell03	fa_degenerate	fa_nans	fber_shell01	fber_shell02	fber_shell03	fd_mean	fd_num	fd_perc	ndc	sigma_cc	sigma_pca	sigma_piesno	snr_cc_shell0	snr_cc_shell1_best	snr_cc_shell1_worst	snr_cc_shell2_best	snr_cc_shell2_worst	spikes_global	spikes_slice_i	spikes_slice_j	spikes_slice_k	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_fg_k	summary_fg_mad	summary_fg_mean	summary_fg_median	summary_fg_n	summary_fg_p05	summary_fg_p95	summary_fg_stdv	summary_wm_k	summary_wm_mad	summary_wm_mean	summary_wm_median	summary_wm_n	summary_wm_p05	summary_wm_p95	summary_wm_stdv
sub-NDARRE445RHR_ses-HBNsiteCBIC_acq-64dir_dwi	2	[0.0, 1000.0, 2000.0]	[1000.0, 2000.0]	0.0799	0.0146	0.0091	0.0016	4.3282	2.4035	1.7954	0.0	0.0	0.0	0.0318	0.0869	1.5533	128	99.2248062015504	0.6464	155.6732	66.6559	43.58	3.83	3.13	3.13	2.41	1.45	88.96	323.0	428.59	592.0	83.3836	40.0303	220.9318	148.0	516322.0	107.0	531.0	267.5787	4.1303	508.5326	1252.6442	1130.0	262430.0	510.0	2407.0	616.4552	13.8641	314.3117	970.6396	904.0	103230.0	477.0	1648.0	398.9775
sub-NDARRF059RMB_ses-HBNsiteCBIC_acq-64dir_dwi	2	[0.0, 1000.0, 2000.0]	[1000.0, 2000.0]	0.1675	0.0322	0.0269	0.0017	3.2323	1.9585	1.5454	0.0	0.0	0.0	0.0596	0.1321	1.1939	126	97.67441860465117	0.6459	117.1256	67.6248	42.5895	5.28	5.39	5.39	3.44	1.71	47.89	187.38	130.44	292.42	172.3082	26.6868	167.0299	135.0	574781.0	102.0	336.0	157.9927	4.4131	527.8064	1311.3009	1232.0	203971.0	486.0	2385.0	607.3247	4.7317	443.2981	1159.2616	1059.0	90886.0	498.0	2134.0	532.0485
sub-NDARRP801AX1_ses-HBNsiteRU_acq-64dir_dwi	2	[0.0, 1000.0, 2000.0]	[1000.0, 2000.0]	0.0368	0.0192	0.0188	0.0038	1.8274	0.6378	0.6187	0.0	0.0	140.5918	249.64	84.64	1.1501	128	99.2248062015504	0.7597	35.5825	12.2535	1.6508	3.6	3.34	3.34	1.95	1.05	112.36	697.76	699.83	757.56	101.1733	7.413	20.9652	7.0	521440.0	1.0	69.0	52.9421	4.6927	99.3343	244.6482	209.0	257312.0	89.0	525.0	140.9646	25.6121	50.4085	169.3626	159.0	98019.0	84.0	284.0	73.2788
sub-NDARRU720LG4_ses-HBNsiteRU_acq-64dir_dwi	2	[0.0, 1000.0, 2000.0]	[1000.0, 2000.0]	0.0349	0.0158	0.0157	0.0017	2.4628	0.5427	0.5493	0.0	0.0	43.5625	529.0	156.25	2.2954	128	99.2248062015504	0.6235	45.2194	11.6186	1.6508	3.49	4.11	4.11	1.69	1.04	46.3	156.32	107.67	247.27	224.101	2.9652	8.2183	4.0	580646.0	1.0	29.0	17.2977	5.6006	85.9909	249.9906	237.0	198106.0	120.0	428.0	103.0175	4.6088	66.7171	209.1142	196.0	88565.0	103.0	358.0	84.1824
sub-NDARRW680PHD_ses-HBNsiteCBIC_acq-64dir_dwi	2	[0.0, 1000.0, 2000.0]	[1000.0, 2000.0]	0.1497	0.0599	0.0542	0.0071	4.2048	2.3323	1.7301	0.0	0.0	-0.0025	0.0422	0.1364	4.3413	128	99.2248062015504	0.6726	177.9123	67.1569	42.9197	3.55	4.78	4.78	2.03	1.29	89.68	405.82	473.11	607.77	76.4688	38.5477	219.3675	145.0	526986.0	104.0	527.0	298.9397	5.5874	532.2542	1269.2672	1148.0	251766.0	466.0	2475.0	647.5151	6.2741	514.463	1222.3415	1108.0	178720.0	468.0	2343.0	613.8895
sub-NDARRX897XV1_ses-HBNsiteCBIC_acq-64dir_dwi	2	[0.0, 1000.0, 2000.0]	[1000.0, 2000.0]	0.1559	0.0478	0.0381	0.006	4.3805	2.3199	1.7555	0.0	0.0	0.0	0.0648	0.1575	2.538	128	99.2248062015504	0.7289	137.1407	68.3332	43.2498	4.03	3.86	3.86	2.12	1.68	110.49	665.66	633.57	778.35	76.9009	41.5129	231.4226	149.0	534874.0	106.0	541.0	349.7364	6.0121	604.9017	1386.1524	1173.0	243878.0	476.0	3024.0	842.2357	8.1649	318.7595	953.8361	863.0	84451.0	455.0	1789.0	435.8916
sub-NDARRZ993EL4_ses-HBNsiteCBIC_acq-64dir_dwi	2	[0.0, 1000.0, 2000.0]	[1000.0, 2000.0]	0.1268	0.039	0.0303	0.0031	4.7284	2.5442	1.8784	0.0	0.0	0.0	0.0318	0.0648	4.2258	128	99.2248062015504	0.3392	143.8124	65.7012	44.2403	4.58	5.88	5.88	2.67	1.58	111.02	538.33	586.99	736.06	108.6049	45.9607	247.1582	153.0	509052.0	107.0	663.0	362.1261	7.2249	535.2194	1310.438	1155.0	269700.0	497.0	2621.0	712.6729	10.7218	480.3631	1175.7519	1056.0	144130.0	449.0	2254.0	600.6969
sub-NDARTG937LDA_ses-HBNsiteRU_acq-64dir_dwi	2	[0.0, 1000.0, 2000.0]	[1000.0, 2000.0]	0.0482	0.0173	0.0151	0.0022	1.8994	0.7951	0.5969	0.0	0.0	106.5306	256.0	112.36	1.9032	128	99.2248062015504	0.5101	47.4433	12.6452	1.6508	3.74	4.85	4.85	2.13	1.05	89.7	581.81	559.03	639.31	145.5878	7.413	20.5607	7.0	555135.0	1.0	78.0	49.0752	7.1318	126.0212	286.5253	234.0	223617.0	95.0	653.0	187.3523	22.56	80.0605	217.6839	186.0	98394.0	90.0	442.0	128.1726
sub-NDARTK657DV6_ses-HBNsiteSI_acq-64dir_dwi	2	[0.0, 1000.0, 2000.0]	[1000.0, 2000.0]	0.0547	0.0193	0.0145	0.0016	2.8505	1.2759	0.8373	0.0	0.0	-0.085	9.7908	8.0278	2.3354	128	99.2248062015504	0.709	40.0303	11.0704	10.2347	5.06	6.84	6.84	3.13	1.6	50.3	285.99	225.43	233.84	79.1946	7.413	45.8687	32.0	462827.0	24.0	123.0	51.2724	1.4279	149.7428	384.2792	357.0	200725.0	171.0	684.0	163.2175	6.9462	80.0605	290.3384	278.0	51712.0	174.0	449.0	94.6866
sub-NDARUB231LHN_ses-HBNsiteRU_acq-64dir_dwi	2	[0.0, 1000.0, 2000.0]	[1000.0, 2000.0]	0.1252	0.0147	0.0133	0.001	1.6474	0.4924	0.5368	0.0	0.0	156.25	658.7778	186.7778	2.3282	128	99.2248062015504	0.6194	28.1694	10.1126	1.3206	4.53	5.82	5.82	2.21	1.13	39.82	172.89	145.97	171.29	215.0177	2.9652	6.1435	4.0	606021.0	0.0	20.0	12.4169	3.7621	65.2345	203.8769	198.0	172731.0	85.0	340.0	82.4081	4.3608	60.7867	191.118	187.0	117316.0	88.0	304.0	71.3447
sub-NDARUC308ZLR_ses-HBNsiteCBIC_acq-64dir_dwi	2	[0.0, 1000.0, 2000.0]	[1000.0, 2000.0]	0.2402	0.0298	0.0185	0.0029	4.228	2.32	1.6942	0.0	0.0	0.0	0.0333	0.1654	4.0046	128	99.2248062015504	0.5818	188.2905	63.6752	43.2498	3.46	3.01	3.01	1.84	1.21	96.58	514.52	527.98	588.42	63.2037	40.0303	226.3592	148.0	535791.0	105.0	522.0	331.9805	5.5941	551.528	1314.4159	1160.0	242961.0	511.0	2654.0	688.6656	9.2629	535.2194	1259.4889	1113.0	132628.0	505.0	2520.0	657.662
sub-NDARUW206XUG_ses-HBNsiteCBIC_acq-64dir_dwi	2	[0.0, 1000.0, 2000.0]	[1000.0, 2000.0]	0.2171	0.0603	0.043	0.0027	4.1243	2.2632	1.7339	0.0	0.0	0.0	0.0521	0.13	4.3556	128	99.2248062015504	0.4667	167.5341	68.9733	43.58	4.08	5.96	5.96	2.42	1.53	113.61	786.79	725.71	775.48	279.8678	40.0303	215.6379	149.0	545338.0	107.0	474.0	328.6132	6.5308	548.5628	1366.2286	1152.0	233414.0	501.0	2985.0	834.1267	6.3677	290.59	952.3135	899.0	91990.0	503.0	1568.0	350.8436
sub-NDARVB819ENX_ses-HBNsiteRU_acq-64dir_dwi	2	[0.0, 1000.0, 2000.0]	[1000.0, 2000.0]	0.2093	0.028	0.0151	0.0012	1.6133	0.6159	0.6049	0.0	0.0	338.56	361.0	115.5625	1.8225	128	99.2248062015504	0.4454	31.1346	11.2051	1.6508	4.27	5.01	5.01	2.29	1.3	78.48	419.28	265.02	513.88	259.0952	4.4478	13.2547	5.0	515337.0	1.0	48.0	38.6715	5.6171	87.4735	218.3888	198.0	263415.0	90.0	411.0	107.4396	5.8583	81.5431	206.7459	190.0	201007.0	89.0	377.0	95.4169
sub-NDARVX111CNA_ses-HBNsiteCBIC_acq-64dir_dwi	2	[0.0, 1000.0, 2000.0]	[1000.0, 2000.0]	0.0559	0.0074	0.0037	0.0004	3.9332	2.2833	1.7298	0.0	0.0	-0.0058	0.0372	0.0883	0.6061	111	86.04651162790698	0.6503	126.7625	66.8476	43.2498	4.81	4.02	4.02	3.05	1.64	64.32	215.33	238.11	396.34	218.3154	29.652	178.0187	140.0	527085.0	104.0	350.0	198.5395	3.875	566.354	1351.255	1246.0	251667.0	534.0	2487.0	636.1801	9.6376	265.3858	981.1076	917.0	71132.0	553.0	1633.0	358.5566
sub-NDARWD585PRZ_ses-HBNsiteRU_acq-64dir_dwi	2	[0.0, 1000.0, 2000.0]	[1000.0, 2000.0]	0.0322	0.0108	0.0098	0.0015	2.3106	0.6715	0.6104	0.0	0.0	86.3333	295.84	100.0	1.4466	128	99.2248062015504	0.7248	51.1498	11.7811	1.6508	2.69	3.93	3.93	1.56	0.73	66.68	268.13	183.24	419.28	88.984	5.9304	16.3242	6.0	518985.0	1.0	56.0	41.6492	5.1675	106.7474	256.8772	236.0	259767.0	104.0	471.0	120.6244	7.5852	71.1649	207.3036	189.0	108436.0	91.0	387.0	96.4528
sub-NDARWG820RKE_ses-HBNsiteCBIC_acq-64dirVARIANTObliquity_dwi	2	[0.0, 1000.0, 2000.0]	[1000.0, 2000.0]	0.1028	0.0207	0.0177	0.0022	3.7541	2.1325	1.5969	0.0	0.0	-0.0055	0.042	0.1321	1.8645	128	99.2248062015504	0.6395	128.2451	68.5246	42.5895	4.92	6.25	6.25	2.68	1.61	80.74	355.09	383.04	495.25	158.6977	31.1346	191.5699	139.0	553850.0	103.0	406.0	245.746	5.957	554.4932	1365.7177	1226.0	224902.0	544.0	2698.0	702.6015	10.4702	490.7413	1264.5325	1160.0	148389.0	567.0	2332.0	582.4646
sub-NDARWR678HLF_ses-HBNsiteRU_acq-64dir_dwi	2	[0.0, 1000.0, 2000.0]	[1000.0, 2000.0]	0.1872	0.0603	0.0477	0.0031	1.7099	0.6198	0.5988	0.0	0.0	204.5556	231.04	126.5625	6.5658	128	99.2248062015504	0.7161	41.5129	12.0413	1.6508	3.2	4.36	4.36	1.54	1.03	118.76	768.15	723.64	873.67	179.7451	5.9304	16.5811	6.0	521731.0	1.0	65.0	44.0023	7.2893	94.8865	239.1617	201.0	257021.0	77.0	542.0	151.8634	13.4675	56.3389	174.7836	164.0	115477.0	81.0	306.0	75.4004
sub-NDARWY718TY7_ses-HBNsiteCBIC_acq-64dir_dwi	2	[0.0, 1000.0, 2000.0]	[1000.0, 2000.0]	0.0393	0.0116	0.0069	0.0014	4.6054	2.5945	1.9034	0.0	0.0	-0.0024	0.0318	0.0637	1.9764	127	98.44961240310077	0.7008	238.699	68.7526	43.58	3.08	4.69	4.69	1.78	1.01	91.97	581.81	522.8	597.74	105.6629	38.5477	224.4205	148.0	525155.0	106.0	574.0	298.9993	7.0426	667.171	1544.616	1359.0	253597.0	573.0	3115.0	865.5662	15.619	330.6203	1042.0361	987.0	76854.0	519.0	1751.0	403.4477
sub-NDARXK303DDB_ses-HBNsiteRU_acq-64dir_dwi	2	[0.0, 1000.0, 2000.0]	[1000.0, 2000.0]	0.2961	0.0927	0.0877	0.001	2.1654	0.606	0.5871	0.0	0.0	145.32	333.0625	105.0625	5.4978	128	99.2248062015504	0.546	32.6172	12.1885	1.6508	3.96	5.58	5.58	1.94	1.05	63.4	225.68	151.15	323.95	107.0963	4.4478	13.647	5.0	521020.0	1.0	47.0	35.9811	6.6514	103.7822	250.7232	233.0	257732.0	102.0	455.0	118.1467	3.8271	105.2648	249.2982	234.0	231591.0	102.0	446.0	114.4932
sub-NDARXL023NG9_ses-HBNsiteRU_acq-64dir_dwi	2	[0.0, 1000.0, 2000.0]	[1000.0, 2000.0]	0.0149	0.0064	0.0063	0.0005	2.0566	0.6086	0.5878	0.0	0.0	144.68	302.76	150.0625	1.1257	128	99.2248062015504	0.7775	31.1346	11.1811	1.6508	4.39	5.85	5.85	2.13	1.17	64.06	309.54	200.84	407.09	135.3556	4.4478	18.2892	5.0	556117.0	1.0	61.0	59.6805	4.5152	96.3691	246.4832	231.0	222635.0	113.0	429.0	105.1233	11.5955	48.9259	178.9933	169.0	65385.0	99.0	295.0	65.9883
sub-NDARXN764AC7_ses-HBNsiteRU_acq-64dir_dwi	2	[0.0, 1000.0, 2000.0]	[1000.0, 2000.0]	0.0398	0.0109	0.0089	0.0004	2.5058	0.7508	0.6048	0.0	0.0	57.3333	302.76	121.0	1.4162	128	99.2248062015504	0.5571	42.9955	12.0085	1.6508	3.83	3.7	3.7	2.2	1.01	90.52	558.0	590.09	662.24	123.9201	5.9304	18.6781	6.0	516153.0	1.0	69.0	51.6877	6.005	114.1604	279.1062	249.0	262599.0	102.0	560.0	151.191	8.8404	65.2345	198.2919	186.0	91342.0	91.0	343.0	85.2418
sub-NDARXV209WYA_ses-HBNsiteRU_acq-64dir_dwi	2	[0.0, 1000.0, 2000.0]	[1000.0, 2000.0]	0.1238	0.0215	0.019	0.0017	2.3916	0.667	0.5799	0.0	0.0	123.24	430.5625	150.0625	2.1189	128	99.2248062015504	0.791	40.7716	11.7681	1.6508	3.59	4.91	4.91	1.93	1.32	125.47	812.67	971.06	905.21	103.6439	4.4478	24.0674	5.0	538469.0	1.0	66.0	97.3569	5.9945	115.643	279.2165	241.0	240283.0	105.0	585.0	162.515	10.254	66.7171	202.4352	182.0	93204.0	90.0	389.0	100.9842
sub-NDARYD546HCB_ses-HBNsiteRU_acq-64dir_dwi	2	[0.0, 1000.0, 2000.0]	[1000.0, 2000.0]	0.2085	0.0406	0.0338	0.0008	1.8168	0.544	0.5457	0.0	0.0	196.0	390.0625	85.5625	4.1776	128	99.2248062015504	0.4463	35.5825	10.7953	1.4857	3.69	4.33	4.33	1.84	1.04	40.76	76.61	105.6	240.81	238.9082	2.9652	7.2715	4.0	568982.0	0.0	25.0	14.033	4.4931	78.5779	221.3167	211.0	209770.0	102.0	383.0	91.4986	3.1442	77.0953	219.6027	210.0	198144.0	104.0	375.0	87.8907
sub-NDARYE521RDA_ses-HBNsiteRU_acq-64dir_dwi	2	[0.0, 1000.0, 2000.0]	[1000.0, 2000.0]	0.2049	0.0398	0.0242	0.0019	2.2449	0.605	0.5657	0.0	0.0	115.36	430.5625	72.25	5.484	128	99.2248062015504	0.5497	77.0953	11.2182	1.3206	2.21	2.24	2.24	0.9	0.65	62.59	265.02	154.25	343.3	98.8941	4.4478	14.1867	5.0	544938.0	1.0	46.0	44.0625	4.6369	99.3343	254.6373	237.0	233814.0	113.0	457.0	114.1321	4.5347	96.3691	250.4985	236.0	219858.0	116.0	435.0	106.1343
sub-NDARYW984FLT_ses-HBNsiteCBIC_acq-64dir_dwi	2	[0.0, 1000.0, 2000.0]	[1000.0, 2000.0]	0.0591	0.0107	0.009	0.0011	4.0202	2.3152	1.7413	0.0	0.0	-0.0067	0.0322	0.0879	1.148	128	99.2248062015504	0.8447	142.3298	68.1201	43.2498	4.63	4.76	4.76	2.58	1.44	65.5	208.08	270.2	361.94	127.6857	31.1346	184.8462	141.0	536492.0	105.0	386.0	202.6473	4.4555	572.2845	1459.6827	1340.0	242260.0	611.0	2691.0	682.6673	3.1472	289.1074	1038.3734	989.0	65639.0	576.0	1668.0	346.6945
sub-NDARYZ637LK4_ses-HBNsiteRU_acq-64dir_dwi	2	[0.0, 1000.0, 2000.0]	[1000.0, 2000.0]	0.0477	0.0209	0.0166	0.0021	1.9404	0.6242	0.5797	0.0	0.0	187.56	275.56	138.0625	1.757	128	99.2248062015504	0.6796	39.289	11.8581	1.6508	3.56	4.51	4.51	1.86	0.98	73.62	374.76	272.27	486.65	137.4048	4.4478	14.0783	5.0	554011.0	1.0	47.0	41.9615	4.9296	105.2648	252.9434	226.0	224741.0	99.0	497.0	130.9949	7.587	81.5431	218.0962	194.0	127010.0	93.0	428.0	109.4972
sub-NDARYZ909VND_ses-HBNsiteRU_acq-64dir_dwi	2	[0.0, 1000.0, 2000.0]	[1000.0, 2000.0]	0.0793	0.0189	0.0172	0.0011	1.5095	0.571	0.5832	0.0	0.0	289.0	390.0625	110.25	1.9343	128	99.2248062015504	0.5737	34.0999	11.5622	1.6508	3.91	3.81	3.81	1.76	0.89	56.41	245.35	138.72	303.17	108.41	4.4478	12.5556	5.0	560060.0	1.0	42.0	31.1737	7.2693	81.5431	209.4634	194.0	218692.0	77.0	383.0	100.1895	7.6019	80.0605	207.5528	193.0	206526.0	80.0	374.0	96.5041
sub-NDARZA034RW7_ses-HBNsiteCUNY_acq-64dir_dwi	2	[0.0, 1000.0, 2000.0]	[1000.0, 2000.0]	0.0432	0.0168	0.0149	0.0025				0.0	0.0	-1.0	-1.0	-1.0	1.4776	126	97.67441860465117	0.3503	299.4856	122.7167	66.5255	3.83	3.56	3.56	2.23	1.3	65.8	198.77	356.13	338.29	80.034	42.9955	299.5927	208.0	558313.0	157.0	624.0	426.7191	3.6731	1003.7217	2558.4585	2351.0	220439.0	1105.0	4796.0	1182.9959	3.0823	982.9653	2429.8726	2158.0	142076.0	1037.0	4802.0	1200.9821
sub-NDARZY101JNB_ses-HBNsiteCBIC_acq-64dir_dwi	2	[0.0, 1000.0, 2000.0]	[1000.0, 2000.0]	0.014	0.0046	0.0044	0.0005	4.3167	2.5207	1.8465	0.0	0.0	-0.0058	0.0308	0.0713	0.6192	124	96.12403100775194	0.6866	130.469	66.2888	43.2498	4.89	5.27	5.27	2.98	1.57	65.95	195.66	239.14	419.99	91.4167	34.0999	196.0319	144.0	523236.0	104.0	463.0	208.3849	4.155	619.7277	1447.045	1329.0	255516.0	522.0	2727.0	707.1978	8.2537	326.1725	1018.2793	966.0	71021.0	451.0	1779.0	417.3667
